onset	duration	trial_type	word	stim_file	word_index	sentence_id	position_in_sentence	segment	is_lexical	log_freq	log_freq_prev	log_freq_next	sound_power	ngram_surprisal	rnn_surprisal	cfg_surprisal
184.734	0.157723	word	was	DownTheRabbitHoleFinal_SoundFile3.wav	369	14	12	3	0	14.56	13.1	11.2	3.72e-09	1.306298394	1.691732053	1.342786344
184.924	0.351743	word	coming	DownTheRabbitHoleFinal_SoundFile3.wav	370	14	13	3	1	11.2	14.56	16.35	3.88e-09	3.802444994	4.039961892	3.86206552
185.308	0.255961	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	371	14	14	3	0	16.35	11.2	14.57	3.95e-09	2.537494638	3.473531297	5.365667079
186.098	0.073932	word	but	DownTheRabbitHoleFinal_SoundFile3.wav	372	15	1	3	0	14.57	16.35	15.37	3.53e-09	7.125270009	6.620512823	8.670328947
186.202	0.078807	word	it	DownTheRabbitHoleFinal_SoundFile3.wav	373	15	2	3	0	15.37	14.57	14.56	4.12e-09	2.059176856	1.674092835	2.318733718
186.312	0.136233	word	was	DownTheRabbitHoleFinal_SoundFile3.wav	374	15	3	3	0	14.56	15.37	12.87	3.6e-09	0.980686324	1.563372394	1.454403275
186.48	0.136233	word	too	DownTheRabbitHoleFinal_SoundFile3.wav	375	15	4	3	1	12.87	14.56	11.17	3.54e-09	2.449772483	2.33731257	3.90177264
186.648	0.220042	word	dark	DownTheRabbitHoleFinal_SoundFile3.wav	376	15	5	3	1	11.17	12.87	16.35	3.83e-09	2.404132513	3.380929239	4.814787504
186.9	0.106822	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	377	15	6	3	0	16.35	11.17	13.27	4.04e-09	3.189070903	4.603042645	3.642554422
187.038	0.217523	word	see	DownTheRabbitHoleFinal_SoundFile3.wav	378	15	7	3	1	13.27	16.35	12.28	3.77e-09	0.174279642	0.809512671	2.198718676
187.286	0.635103	word	anything	DownTheRabbitHoleFinal_SoundFile3.wav	379	15	8	3	0	12.28	13.27	13.47	4.31e-09	5.197854109	4.837513158	3.731399453
188.792	0.172151	word	then	DownTheRabbitHoleFinal_SoundFile3.wav	380	16	1	3	0	13.47	12.28	13.1	3.75e-09	6.451483334	4.218051023	2.948335501
188.994	0.232016	word	she	DownTheRabbitHoleFinal_SoundFile3.wav	381	16	2	3	0	13.1	13.47	11.07	3.68e-09	4.019366898	3.674790634	2.930872648
189.258	0.214825	word	looked	DownTheRabbitHoleFinal_SoundFile3.wav	382	16	3	3	1	11.07	13.1	14.5	3.31e-09	1.450426889	1.785116735	1.424143811
189.504	0.081586	word	at	DownTheRabbitHoleFinal_SoundFile3.wav	383	16	4	3	0	14.5	11.07	16.96	3.85e-09	3.166598059	3.408927887	3.369608681
189.618	0.052424	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	384	16	5	3	0	16.96	14.5	10.03	3.95e-09	1.255200496	1.114077463	4.631084889
189.702	0.346086	word	sides	DownTheRabbitHoleFinal_SoundFile3.wav	385	16	6	3	1	10.03	16.96	16.21	3.9e-09	3.690163824	3.46547649	5.413917891
190.078	0.046108	word	of	DownTheRabbitHoleFinal_SoundFile3.wav	386	16	7	3	0	16.21	10.03	16.96	3.69e-09	1.966677768	2.377252752	2.110800044
190.156	0.070767	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	387	16	8	3	0	16.96	16.21	13.22	3.96e-09	1.565345669	1.555345908	4.601690388
190.258	0.4651	word	well	DownTheRabbitHoleFinal_SoundFile3.wav	388	16	9	3	1	13.22	16.96	16.19	3.89e-09	0.824339779	0.831414749	3.71951355
191.114	0.125494	word	and	DownTheRabbitHoleFinal_SoundFile3.wav	389	16	10	3	0	16.19	13.22	10.53	4.23e-09	3.148749339	2.807688353	8.749876
191.27	0.362482	word	noticed	DownTheRabbitHoleFinal_SoundFile3.wav	390	16	11	3	1	10.53	16.19	15.48	3.77e-09	2.410557122	2.734872801	1.938287512
191.664	0.100315	word	that	DownTheRabbitHoleFinal_SoundFile3.wav	391	16	12	3	0	15.48	10.53	14.3	3.99e-09	2.456638909	3.277562795	3.242657578
191.796	0.100315	word	they	DownTheRabbitHoleFinal_SoundFile3.wav	392	16	13	3	0	14.3	15.48	13.41	4.27e-09	2.633710964	2.519153367	1.663972998
191.928	0.100314	word	were	DownTheRabbitHoleFinal_SoundFile3.wav	393	16	14	3	0	13.41	14.3	9.85	3.93e-09	1.219911654	1.902063326	1.755584102
192.06	0.303852	word	filled	DownTheRabbitHoleFinal_SoundFile3.wav	394	16	15	3	1	9.85	13.41	14.97	3.96e-09	3.654884948	4.160974356	3.98936881
192.394	0.136234	word	with	DownTheRabbitHoleFinal_SoundFile3.wav	395	16	16	3	0	14.97	9.85	4.96	3.64e-09	1.938248707	2.031235821	3.999993144
192.562	0.554705	word	cupboards	DownTheRabbitHoleFinal_SoundFile3.wav	396	16	17	3	1	4.96	14.97	16.19	4.01e-09	4.393748195	4.877026993	4.474159544
193.148	0.172727	word	and	DownTheRabbitHoleFinal_SoundFile3.wav	397	16	18	3	0	16.19	4.96	5.43	3.85e-09	2.389715345	3.092804124	8.612687812
193.352	0.77079	word	bookshelves	DownTheRabbitHoleFinal_SoundFile3.wav	398	16	19	3	1	5.43	16.19	13.08	4.16e-09	1.987502935	6.506184799	5.241932844
195.664	0.21652	word	here	DownTheRabbitHoleFinal_SoundFile3.wav	399	17	1	3	0	13.08	5.43	16.19	3.7e-09	3.175441032	3.257059863	3.479085401
195.912	0.127783	word	and	DownTheRabbitHoleFinal_SoundFile3.wav	400	17	2	3	0	16.19	13.08	14.09	4.13e-09	4.187722214	4.438598193	9.007626888
196.07	0.243988	word	there	DownTheRabbitHoleFinal_SoundFile3.wav	401	17	3	3	0	14.09	16.19	13.1	4.05e-09	1.875912727	3.327613837	3.621808399
196.346	0.220042	word	she	DownTheRabbitHoleFinal_SoundFile3.wav	402	17	4	3	0	13.1	14.09	11.37	3.68e-09	2.205315117	3.454981355	1.615560073
196.598	0.209346	word	saw	DownTheRabbitHoleFinal_SoundFile3.wav	403	17	5	3	1	11.37	13.1	9.36	3.66e-09	1.450426889	1.664809246	1.440722237
196.838	0.502146	word	maps	DownTheRabbitHoleFinal_SoundFile3.wav	404	17	6	3	1	9.36	11.37	16.19	3.74e-09	7.86951478	8.285567965	4.452615748
197.372	0.09231	word	and	DownTheRabbitHoleFinal_SoundFile3.wav	405	17	7	3	0	16.19	9.36	10.46	4.14e-09	1.182593114	3.751390554	8.577117043
197.496	0.435552	word	pictures	DownTheRabbitHoleFinal_SoundFile3.wav	406	17	8	3	1	10.46	16.19	9.05	3.4e-09	1.987502935	6.513992914	5.15991368
197.962	0.139456	word	hung	DownTheRabbitHoleFinal_SoundFile3.wav	407	17	9	3	1	9.05	10.46	13.74	3.98e-09	3.175441032	3.317597571	1.709599489
198.134	0.150094	word	up	DownTheRabbitHoleFinal_SoundFile3.wav	408	17	10	3	0	13.74	9.05	15.08	4.19e-09	4.050493365	3.242259306	3.107176109
198.314	0.155068	word	on	DownTheRabbitHoleFinal_SoundFile3.wav	409	17	11	3	0	15.08	13.74	6.36	3.67e-09	0	0	0
198.502	0.507389	word	pegs	DownTheRabbitHoleFinal_SoundFile3.wav	410	17	12	3	1	6.36	15.08	13.1	4.23e-09	4.496196457	4.975870536	3.295755
199.866	0.148206	word	She	DownTheRabbitHoleFinal_SoundFile3.wav	411	17	13	3	0	13.1	6.36	11.38	3.43e-09	2.088240405	2.015053963	0.720338115
200.046	0.184124	word	took	DownTheRabbitHoleFinal_SoundFile3.wav	412	17	14	3	1	11.38	13.1	12.59	3.79e-09	1.76246556	1.389537478	1.357621163
200.286	0.24082	word	down	DownTheRabbitHoleFinal_SoundFile3.wav	413	17	15	3	0	12.59	11.38	16.18	4.2e-09	2.449772483	2.126728743	5.135874399
200.558	0.055592	word	a	DownTheRabbitHoleFinal_SoundFile3.wav	414	17	16	3	0	16.18	12.59	7.99	4.15e-09	4.126598737	4.005081686	4.028910614
200.644	0.387662	word	jar	DownTheRabbitHoleFinal_SoundFile3.wav	415	17	17	3	1	7.99	16.18	14.45	3.58e-09	1.110377719	1.336963346	4.484663365
201.064	0.136233	word	from	DownTheRabbitHoleFinal_SoundFile3.wav	416	17	18	3	0	14.45	7.99	14.17	4e-09	1.877723178	1.945567246	2.151873287
201.23	0.136233	word	one	DownTheRabbitHoleFinal_SoundFile3.wav	417	17	19	3	0	14.17	14.45	16.21	3.75e-09	5.836428347	6.395904379	5.907703662
201.398	0.052423	word	of	DownTheRabbitHoleFinal_SoundFile3.wav	418	17	20	3	0	16.21	14.17	16.96	3.85e-09	2.427708237	3.254815755	2.120467249
201.482	0.064397	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	419	17	21	3	0	16.96	16.21	8.02	4.06e-09	0.432076543	1.567444347	4.360853903
201.578	0.435552	word	shelves	DownTheRabbitHoleFinal_SoundFile3.wav	420	17	22	3	1	8.02	16.96	14.79	3.69e-09	3.690163824	3.28977279	4.3631401
202.046	0.040451	word	as	DownTheRabbitHoleFinal_SoundFile3.wav	421	17	23	3	0	14.79	8.02	13.1	0.0048712	1.966677768	2.643295	2.158142468
202.116	0.172152	word	she	DownTheRabbitHoleFinal_SoundFile3.wav	422	17	24	3	0	13.1	14.79	10.32	0.0016884	2.23092386	2.303070342	1.174053197
202.32	0.627117	word	passed	DownTheRabbitHoleFinal_SoundFile3.wav	423	17	25	3	1	10.32	13.1	15.37	0.0046744	1.219911654	1.324621306	1.880429107
203.254	0.113235	word	it	DownTheRabbitHoleFinal_SoundFile3.wav	424	17	26	3	0	15.37	10.32	14.56	8.84e-05	3.521044465	4.276705459	2.015782285
203.398	0.167741	word	was	DownTheRabbitHoleFinal_SoundFile3.wav	425	17	27	3	0	14.56	15.37	7.84	0.00078336	2.782802419	2.399007177	1.577266761
203.598	0.533554	word	labelled	DownTheRabbitHoleFinal_SoundFile3.wav	426	17	28	3	1	7.84	14.56	9.51	0.013553	3.654884948	4.006589097	4.497157094
204.162	0.509144	word	orange	DownTheRabbitHoleFinal_SoundFile3.wav	427	17	29	3	1	9.51	7.84	5.46	0.0049817	8.125270024	5.615613095	2.8428272
204.704	0.710417	word	marmalade	DownTheRabbitHoleFinal_SoundFile3.wav	428	17	30	3	1	5.46	9.51	14.57	0.00077979	4.059163597	3.246868704	3.644825536
205.924	0.100315	word	but	DownTheRabbitHoleFinal_SoundFile3.wav	429	18	1	3	0	14.57	5.46	16.35	0.0019241	3.383915273	4.102866535	8.450394864
206.056	0.052423	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	430	18	2	3	0	16.35	14.57	13.3	0.00064713	6.213533624	6.106007506	4.145807072
206.14	0.112288	word	her	DownTheRabbitHoleFinal_SoundFile3.wav	431	18	3	3	0	13.3	16.35	12.47	0.008397	2.451038138	6.796085323	7.763855887
206.284	0.320895	word	great	DownTheRabbitHoleFinal_SoundFile3.wav	432	18	4	3	0	12.47	13.3	7.72	0.0029862	1.586406693	3.373185825	4.343187689
206.636	0.705857	word	disappointment	DownTheRabbitHoleFinal_SoundFile3.wav	433	18	5	3	1	7.72	12.47	15.37	0.00024316	0.601837035	0.824414569	3.741849069
207.372	0.091329	word	it	DownTheRabbitHoleFinal_SoundFile3.wav	434	18	6	3	0	15.37	7.72	14.56	6.86e-05	3.771517843	3.900973199	1.688779372
207.496	0.169164	word	was	DownTheRabbitHoleFinal_SoundFile3.wav	435	18	7	3	0	14.56	15.37	9.87	0.0012292	1.107378018	1.207967314	1.876353406
207.696	0.459498	word	empty	DownTheRabbitHoleFinal_SoundFile3.wav	436	18	8	3	1	9.87	14.56	13.1	0.0011824	5.069926658	5.329966059	5.193081386
208.834	0.148206	word	she	DownTheRabbitHoleFinal_SoundFile3.wav	437	18	9	3	0	13.1	9.87	12.85	0.0005479	3.07673326	4.347103372	1.932134252
209.014	0.12426	word	did	DownTheRabbitHoleFinal_SoundFile3.wav	438	18	10	3	0	12.85	13.1	14.77	0.00043383	1.650536515	2.065961847	1.634028945
209.168	0.160343	word	not	DownTheRabbitHoleFinal_SoundFile3.wav	439	18	11	3	0	14.77	12.85	13.87	0.00015878	2.449772483	2.425235649	4.013158547
209.36	0.136069	word	like	DownTheRabbitHoleFinal_SoundFile3.wav	440	18	12	3	1	13.87	14.77	16.35	0.013993	3.319243977	3.159223965	2.593750637
209.528	0.064396	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	441	18	13	3	0	16.35	13.87	10.76	0.0085925	3.575424428	4.103602711	4.935400258
209.624	0.291879	word	drop	DownTheRabbitHoleFinal_SoundFile3.wav	442	18	14	3	1	10.76	16.35	16.96	0.00011125	0.730794284	0.856783556	2.54674777
209.948	0.064397	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	443	18	15	3	0	16.96	10.76	7.99	3.47e-05	2.592977481	2.453880966	4.476015457
210.042	0.220042	word	jar	DownTheRabbitHoleFinal_SoundFile3.wav	444	18	16	3	1	7.99	16.96	15.42	0.0082082	0.724266695	0.969056429	4.275304052
210.294	0.136233	word	for	DownTheRabbitHoleFinal_SoundFile3.wav	445	19	1	3	0	15.42	7.99	10.45	0.0046493	1.877723178	1.990901684	2.163633334
210.462	0.267934	word	fear	DownTheRabbitHoleFinal_SoundFile3.wav	446	19	2	3	1	10.45	15.42	16.21	0.00055099	3.312879163	3.365480183	3.755084697
210.762	0.040451	word	of	DownTheRabbitHoleFinal_SoundFile3.wav	447	19	3	3	0	16.21	10.45	10.06	0.0040297	2.279427332	2.117893267	2.160057075
210.834	0.33977	word	killing	DownTheRabbitHoleFinal_SoundFile3.wav	448	19	4	3	1	10.06	16.21	10.42	0.00010007	4.029100148	4.600960453	3.772275395
211.204	0.555281	word	somebody	DownTheRabbitHoleFinal_SoundFile3.wav	449	19	5	3	0	10.42	10.06	8.56	0.0005745	4.642029101	4.10210026	3.868196518
212.006	0.132979	word	so	DownTheRabbitHoleFinal_SoundFile3.wav	451	19	6	3	0	14.05	8.56	13.1	0.00095075	5.451483319	4.275470841	3.129683702
212.17	0.139487	word	she	DownTheRabbitHoleFinal_SoundFile3.wav	452	19	7	3	n/a	13.1	14.05	10.01	4.62e-07	0	0	0
212.342	0.42358	word	managed	DownTheRabbitHoleFinal_SoundFile3.wav	453	19	8	3	1	10.01	13.1	16.35	2.71e-07	6.135268999	5.340381106	2.936587931
212.796	0.052424	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	454	19	9	3	0	16.35	10.01	12.32	0.0030462	2.460874367	3.982031357	5.064561424
212.88	0.16113	word	put	DownTheRabbitHoleFinal_SoundFile3.wav	455	19	10	3	1	12.32	16.35	15.37	0.00024222	1.096601683	0.759178664	2.495264889
213.072	0.093068	word	it	DownTheRabbitHoleFinal_SoundFile3.wav	456	19	11	3	0	15.37	12.32	13.24	0.015208	2.653519621	2.36692946	1.913395876
213.198	0.310147	word	into	DownTheRabbitHoleFinal_SoundFile3.wav	457	19	12	3	0	13.24	15.37	14.17	0.00038294	3.449423695	4.05308748	2.298267451
213.538	0.133155	word	one	DownTheRabbitHoleFinal_SoundFile3.wav	458	19	13	3	1	14.17	13.24	16.21	0.0038158	4.916520019	6.340911351	5.904087677
213.704	0.067474	word	of	DownTheRabbitHoleFinal_SoundFile3.wav	459	19	14	3	0	16.21	14.17	16.96	6.16e-05	2.427708237	3.260912597	2.160308814
213.802	0.059141	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	460	19	15	3	0	16.96	16.21	4.96	0.0032575	0.432076543	1.533963787	4.313007914
213.892	0.476727	word	cupboards	DownTheRabbitHoleFinal_SoundFile3.wav	461	19	16	3	1	4.96	16.96	14.79	0.0033788	3.690163824	3.29106815	4.345457587
214.4	0.052423	word	as	DownTheRabbitHoleFinal_SoundFile3.wav	462	19	17	3	0	14.79	4.96	13.1	0.00073385	1.966677768	2.608074736	2.160366473
214.484	0.172152	word	she	DownTheRabbitHoleFinal_SoundFile3.wav	463	19	18	3	0	13.1	14.79	9.73	0.0016835	2.23092386	2.297884143	1.164894037
214.688	0.184124	word	fell	DownTheRabbitHoleFinal_SoundFile3.wav	464	19	19	3	1	9.73	13.1	11.4	0.0009721	1.219911654	1.323641049	1.88712729
214.904	0.399351	word	past	DownTheRabbitHoleFinal_SoundFile3.wav	465	19	20	3	0	11.4	9.73	15.37	7.65e-06	3.166598059	3.248009172	3.886620151
215.334	0.112571	word	it	DownTheRabbitHoleFinal_SoundFile3.wav	466	19	21	3	0	15.37	11.4	13.22	5.83e-07	2.633710964	2.327642153	1.238983776
217.334	0.543308	word	Well	DownTheRabbitHoleFinal_SoundFile3.wav	467	20	1	3	1	13.22	15.37	12.07	2.67e-06	3.519682474	3.576358411	2.841725276
218.13	0.126214	word	thought	DownTheRabbitHoleFinal_SoundFile3.wav	468	20	2	3	1	12.07	13.22	8.65	0.011199	3.519682474	3.923443969	2.292357676
218.288	0.391308	word	Alice	DownTheRabbitHoleFinal_SoundFile3.wav	469	20	3	3	1	8.65	12.07	16.35	1.08e-05	1.478766257	3.630322467	4.054680205
218.712	0.101096	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	470	20	4	3	0	16.35	8.65	9.88	0.0049814	4.808789891	5.157955927	3.343269872
218.844	0.482663	word	herself	DownTheRabbitHoleFinal_SoundFile3.wav	471	20	5	3	0	9.88	16.35	12.93	0.0066883	1.416480105	3.010888088	2.762814776
219.502	0.311676	word	after	DownTheRabbitHoleFinal_SoundFile3.wav	472	20	6	3	1	12.93	9.88	12.82	0.0045501	1.985675875	4.410714206	2.150177438
219.844	0.24025	word	such	DownTheRabbitHoleFinal_SoundFile3.wav	473	20	7	3	1	12.82	12.93	16.18	0.00027327	6.51403524	7.764034385	5.452040555
220.116	0.024658	word	a	DownTheRabbitHoleFinal_SoundFile3.wav	474	20	8	3	0	16.18	12.82	10.74	1.85e-07	0.399993362	1.600999359	4.742868845
220.172	0.242242	word	fall	DownTheRabbitHoleFinal_SoundFile3.wav	475	20	9	3	1	10.74	16.18	14.79	5.26e-07	1.063727883	1.142889167	4.180542314
220.446	0.173898	word	as	DownTheRabbitHoleFinal_SoundFile3.wav	476	20	10	3	0	14.79	10.74	14.99	3.49e-07	1.877723178	1.969808643	2.114012391
220.65	0.253573	word	this	DownTheRabbitHoleFinal_SoundFile3.wav	477	20	11	3	0	14.99	14.79	15.79	4.69e-07	1.551038125	1.479394024	4.197162514
220.936	0.030866	word	I	DownTheRabbitHoleFinal_SoundFile3.wav	478	20	12	3	0	15.79	14.99	11	1.12e-06	6.938079361	7.168621856	1.45118805
220.998	0.172151	word	shall	DownTheRabbitHoleFinal_SoundFile3.wav	479	20	13	3	0	11	15.79	13.39	3.29e-06	2.50452118	3.230314368	4.679163105
221.202	0.184124	word	think	DownTheRabbitHoleFinal_SoundFile3.wav	480	20	14	3	1	13.39	11	11.99	8.21e-05	0.778503815	0.822497866	3.264908266
221.476	0.555281	word	nothing	DownTheRabbitHoleFinal_SoundFile3.wav	481	20	15	3	1	11.99	13.39	16.21	0.0021367	4.393748195	5.69662618	3.502386711
222.064	0.052423	word	of	DownTheRabbitHoleFinal_SoundFile3.wav	482	20	16	3	0	16.21	11.99	6.31	0.003501	1.693322949	1.99186391	2.132113858
222.148	0.435553	word	tumbling	DownTheRabbitHoleFinal_SoundFile3.wav	483	20	17	3	1	6.31	16.21	12.59	0.011276	4.029100148	4.835334393	3.90193567
222.614	0.220043	word	down	DownTheRabbitHoleFinal_SoundFile3.wav	484	20	18	3	0	12.59	6.31	8.63	0.0091591	3.975451009	5.458276309	6.771549816
222.866	0.734872	word	stairs	DownTheRabbitHoleFinal_SoundFile3.wav	485	20	19	3	1	8.63	12.59	13.52	0.010431	7.05916364	5.866450362	4.728677416
224.266	0.298089	word	How	DownTheRabbitHoleFinal_SoundFile3.wav	486	20	20	3	0	13.52	8.63	8.62	0.010418	4.647078431	5.9547843	3.727772242
224.596	0.465262	word	brave	DownTheRabbitHoleFinal_SoundFile3.wav	487	20	21	3	1	8.62	13.52	14.3	0.0013785	3.438859964	5.564943776	3.779420351
225.116	0.106261	word	they	DownTheRabbitHoleFinal_SoundFile3.wav	488	20	22	3	0	14.3	8.62	14.35	0.0031125	0.664408872	3.76970509	2.502316863
225.254	0.07321	word	ll	DownTheRabbitHoleFinal_SoundFile3.wav	489	20	23	3	0	14.35	14.3	14.35	0.0078137	2.022506092	2.840525399	4.06576583
225.358	0.157392	word	all	DownTheRabbitHoleFinal_SoundFile3.wav	490	20	24	3	0	14.35	14.35	13.39	0.00014115	1.65297481	2.557373186	4.321399205
225.548	0.267933	word	think	DownTheRabbitHoleFinal_SoundFile3.wav	491	20	25	3	1	13.39	14.35	14.08	0.0026991	0.438650639	1.553661944	2.536852776
225.846	0.088342	word	me	DownTheRabbitHoleFinal_SoundFile3.wav	492	20	26	3	0	14.08	13.39	14.5	0.0042142	2.420157494	2.527891507	1.920373788
225.966	0.107164	word	at	DownTheRabbitHoleFinal_SoundFile3.wav	493	20	27	3	0	14.5	14.08	12.16	0.014602	3.449423695	4.297880525	2.344791575
226.106	0.320948	word	home	DownTheRabbitHoleFinal_SoundFile3.wav	494	20	28	3	1	12.16	14.5	12.8	0.0043352	4.916520019	4.420403056	4.048114709
227.016	0.270174	word	Why	DownTheRabbitHoleFinal_SoundFile3.wav	495	20	29	3	0	12.8	12.16	15.79	0.0039353	4.647078431	5.721481727	3.727772242
227.318	0.054417	word	I	DownTheRabbitHoleFinal_SoundFile3.wav	496	20	30	3	0	15.79	12.8	14.06	0.0029195	1.500249166	1.727789195	1.598795071
227.404	0.15857	word	would	DownTheRabbitHoleFinal_SoundFile3.wav	497	20	31	3	0	14.06	15.79	14.77	0.0015144	3.630800969	3.012242222	3.94283583
227.594	0.077978	word	nt	DownTheRabbitHoleFinal_SoundFile3.wav	498	20	32	3	0	14.77	14.06	12.79	0.0046551	1.65297481	2.597193316	4.086386852
227.702	0.184124	word	say	DownTheRabbitHoleFinal_SoundFile3.wav	499	20	33	3	0	12.79	14.77	12.28	0.00048088	0.438650639	1.435693326	2.975757903
227.918	0.454424	word	anything	DownTheRabbitHoleFinal_SoundFile3.wav	500	20	34	3	0	12.28	12.79	14.08	3.2e-05	4.864930476	5.078932266	3.348780142
228.404	0.259327	word	about	DownTheRabbitHoleFinal_SoundFile3.wav	501	20	35	3	0	14.08	12.28	15.37	7.03e-06	1.693322949	1.872270852	2.354066251
228.694	0.11363	word	it	DownTheRabbitHoleFinal_SoundFile3.wav	502	20	36	3	0	15.37	14.08	13.1	0.0028388	2.421403217	2.137225814	1.868006171
228.84	0.246743	word	even	DownTheRabbitHoleFinal_SoundFile3.wav	503	21	1	3	0	13.1	15.37	14.65	0.0012821	4.214430516	4.182757255	2.384212089
229.118	0.121871	word	if	DownTheRabbitHoleFinal_SoundFile3.wav	504	21	2	3	0	14.65	13.1	15.79	0.015838	4.017739154	3.288184714	4.033571021
229.272	0.112287	word	I	DownTheRabbitHoleFinal_SoundFile3.wav	505	21	3	3	0	15.79	14.65	9.73	0.0010475	1.66344885	1.698373258	2.326911956
229.414	0.221046	word	fell	DownTheRabbitHoleFinal_SoundFile3.wav	506	21	4	3	1	9.73	15.79	12.65	0.026726	1.219911654	1.606580944	1.492934395
229.668	0.147203	word	off	DownTheRabbitHoleFinal_SoundFile3.wav	507	21	5	3	0	12.65	9.73	16.96	0.017065	3.917915214	4.056513284	6.766231191
229.846	0.080059	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	508	21	6	3	0	16.96	12.65	11.67	0.005761	2.798455344	3.254229909	4.544615937
229.958	0.264244	word	top	DownTheRabbitHoleFinal_SoundFile3.wav	509	21	7	3	1	11.67	16.96	16.21	0.023969	0.779051933	1.204464467	4.437946904
230.252	0.052423	word	of	DownTheRabbitHoleFinal_SoundFile3.wav	510	21	8	3	0	16.21	11.67	16.96	0.013894	1.877723178	1.873996823	2.14330859
230.336	0.092002	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	511	21	9	3	0	16.96	16.21	11.55	0.0015072	1.551038125	1.485139956	4.349404516
230.46	0.546516	word	house	DownTheRabbitHoleFinal_SoundFile3.wav	512	21	10	3	1	11.55	16.96	13.8	0.0015688	0.824339779	0.855207852	3.553391004
231.606	0.196895	word	Which	DownTheRabbitHoleFinal_SoundFile3.wav	513	21	11	3	0	13.8	11.55	14.56	0.0098326	6.969006512	7.505678691	4.469574531
231.834	0.147408	word	was	DownTheRabbitHoleFinal_SoundFile3.wav	514	21	12	3	0	14.56	13.8	13.28	0.014386	1.74659671	2.172727466	2.141144724
232.012	0.230961	word	very	DownTheRabbitHoleFinal_SoundFile3.wav	515	21	13	3	1	13.28	14.56	11.18	0.021373	3.252981477	2.887308834	4.866122438
232.276	0.371096	word	likely	DownTheRabbitHoleFinal_SoundFile3.wav	516	21	14	3	1	11.18	13.28	0	0.016459	2.471248748	2.637700647	3.201960995
232.678	0.345417	word	TRUE	DownTheRabbitHoleFinal_SoundFile3.wav	517	21	15	3	1	0	11.18	12.59	0.0020305	3.824170404	3.721428442	4.831275473
234.348	0.974328	word	Down	DownTheRabbitHoleFinal_SoundFile3.wav	518	22	1	3	0	12.59	0	12.59	2.05e-06	3.875029123	4.112495192	2.937781698
235.354	0.842627	word	down	DownTheRabbitHoleFinal_SoundFile3.wav	519	22	2	3	0	12.59	12.59	12.59	0.0013283	2.547932137	3.064081439	2.763061204
236.49	0.562771	word	down	DownTheRabbitHoleFinal_SoundFile3.wav	520	22	3	3	0	12.59	12.59	14.06	0.0068535	6.005315171	5.77689363	2.609532242
237.58	0.069144	word	Would	DownTheRabbitHoleFinal_SoundFile3.wav	521	22	4	3	0	14.06	12.59	16.96	7.79e-05	7.862073661	7.473346534	4.901040594
237.68	0.035711	word	the	DownTheRabbitHoleFinal_SoundFile3.wav	522	22	5	3	0	16.96	14.06	10.74	0.0046525	3.866524987	4.523848374	5.048301966
237.748	0.24398	word	fall	DownTheRabbitHoleFinal_SoundFile3.wav	523	22	6	3	1	10.74	16.96	12.62	0.0022852	0.795419073	1.651667944	4.805243909
238.024	0.545631	word	never	DownTheRabbitHoleFinal_SoundFile3.wav	524	22	7	3	1	12.62	10.74	12.35	0.0048001	5.918147778	5.67582665	4.444304636
238.6	0.241665	word	come	DownTheRabbitHoleFinal_SoundFile3.wav	525	22	8	3	1	12.35	12.62	16.35	0.0017674	6.966083215	6.034528616	2.857312306
238.874	0.137786	word	to	DownTheRabbitHoleFinal_SoundFile3.wav	526	22	9	3	0	16.35	12.35	14.27	3.18e-07	5.059163611	4.660081103	3.994017981
239.042	0.113631	word	an	DownTheRabbitHoleFinal_SoundFile3.wav	527	22	10	3	0	14.27	16.35	12.33	2.32e-07	4.966083186	3.378089264	4.761828343
239.188	0.300955	word	end	DownTheRabbitHoleFinal_SoundFile3.wav	528	22	11	3	1	12.33	14.27	15.79	1.58e-07	0.738408143	1.266481136	4.308451099
240.406	0.144732	word	I	DownTheRabbitHoleFinal_SoundFile3.wav	529	22	12	3	0	15.79	12.33	10.86	0.0095794	2.088240405	2.176886935	0.720338115
240.582	0.403108	word	wonder	DownTheRabbitHoleFinal_SoundFile3.wav	530	22	13	3	0	10.86	15.79	13.52	0.016832	1.628449015	2.099086632	2.272201031
241.016	0.262047	word	how	DownTheRabbitHoleFinal_SoundFile3.wav	531	22	14	3	0	13.52	10.86	13.07	0.015379	6.335348728	6.708680106	6.913272345
241.31	0.190011	word	many	DownTheRabbitHoleFinal_SoundFile3.wav	532	22	15	3	1	13.07	13.52	10.48	0.021055	3.64415512	4.927158033	3.761298152
241.532	0.484087	word	miles	DownTheRabbitHoleFinal_SoundFile3.wav	533	22	16	3	1	10.48	13.07	15.79	0.014889	3.891605544	3.630595653	4.525767169
